,location,total_sqft,bath,balcony,price,bhk
2787,HBR Layout,1004.0,2.0,1.0,49.0,2
2788,HBR Layout,1783.0,3.0,2.0,125.0,3
2790,HBR Layout,1089.0,2.0,1.0,60.0,2
2791,HBR Layout,2400.0,5.0,0.0,320.0,4
2792,HBR Layout,1700.0,3.0,1.0,110.0,3
2793,HBR Layout,1198.0,2.0,1.0,65.0,2
2794,HBR Layout,1800.0,2.0,1.0,230.0,3
2795,HBR Layout,1068.0,2.0,1.0,43.0,2
2796,HBR Layout,1200.0,2.0,0.0,120.0,2
2797,HBR Layout,1832.0,3.0,2.0,160.0,3
2798,HRBR Layout,1374.0,2.0,2.0,95.0,2
2799,HRBR Layout,1440.0,2.0,2.0,98.0,2
2801,HRBR Layout,2800.0,3.0,2.0,250.0,3
2802,HRBR Layout,1210.0,2.0,1.0,75.0,2
2803,HRBR Layout,1265.0,2.0,1.0,78.0,2
2804,HRBR Layout,1170.0,2.0,2.0,75.0,2
2806,HRBR Layout,1900.0,3.0,1.0,90.0,4
2807,HRBR Layout,1625.0,3.0,2.0,120.0,3
2808,HRBR Layout,1301.0,2.0,1.0,120.0,2
2809,HRBR Layout,1145.0,2.0,2.0,68.5,2
2810,HRBR Layout,1300.0,2.0,3.0,90.0,2
2812,HSR Layout,1372.0,2.0,1.0,68.0,2
2814,HSR Layout,1475.0,3.0,2.0,75.0,3
2815,HSR Layout,1467.0,2.0,1.0,55.0,2
2816,HSR Layout,1140.0,2.0,2.0,46.0,2
2817,HSR Layout,1372.0,2.0,1.0,61.0,2
2818,HSR Layout,1750.0,3.0,2.0,95.0,3
2820,HSR Layout,1027.0,2.0,2.0,44.0,2
2821,HSR Layout,1650.0,3.0,2.0,110.0,3
2822,HSR Layout,1140.0,2.0,2.0,46.0,2
2823,HSR Layout,1372.0,2.0,1.0,61.0,2
2824,HSR Layout,1140.0,2.0,2.0,46.0,2
2825,HSR Layout,1185.0,2.0,2.0,60.0,2
2826,HSR Layout,1127.0,2.0,1.0,68.0,2
2827,HSR Layout,1600.0,2.0,2.0,115.0,3
2828,HSR Layout,1145.0,2.0,2.0,48.0,2
2829,HSR Layout,1009.0,2.0,2.0,56.0,2
2830,HSR Layout,2792.0,4.0,1.0,220.0,4
2831,HSR Layout,1300.0,2.0,2.0,98.0,2
2833,HSR Layout,1140.0,2.0,2.0,46.0,2
2834,HSR Layout,1126.0,2.0,1.0,69.0,2
2836,HSR Layout,1140.0,2.0,2.0,46.0,2
2837,HSR Layout,1145.0,2.0,2.0,46.0,2
2838,HSR Layout,1142.0,2.0,2.0,65.0,2
2839,HSR Layout,1145.0,2.0,2.0,46.0,2
2840,HSR Layout,2020.0,3.0,2.0,160.0,3
2841,HSR Layout,1844.0,3.0,3.0,95.0,3
2842,HSR Layout,1203.0,2.0,2.0,72.0,2
2843,HSR Layout,1140.0,2.0,2.0,46.0,2
2844,HSR Layout,4200.0,5.0,2.0,245.0,5
2845,HSR Layout,1140.0,2.0,2.0,46.0,2
2846,HSR Layout,1145.0,2.0,2.0,46.0,2
2847,HSR Layout,1009.0,2.0,2.0,56.0,2
2848,HSR Layout,1145.0,2.0,2.0,46.0,2
2849,HSR Layout,1100.0,2.0,2.0,44.0,2
2850,HSR Layout,1203.0,2.0,2.0,60.0,2
2851,HSR Layout,1590.0,2.0,2.0,135.0,3
2852,HSR Layout,1120.0,2.0,1.0,70.0,2
2853,HSR Layout,1140.0,2.0,2.0,46.0,2
2854,HSR Layout,1289.0,2.0,2.0,70.0,2
2855,HSR Layout,1844.0,3.0,1.0,89.0,3
2856,HSR Layout,1203.0,2.0,2.0,60.0,2
2857,HSR Layout,1140.0,2.0,2.0,46.0,2
2858,Haralur Road,1240.0,2.0,1.0,70.0,2
2859,Haralur Road,1027.0,2.0,2.0,44.0,2
2861,Haralur Road,2650.0,4.0,2.0,198.0,4
2863,Haralur Road,1194.0,2.0,2.0,47.0,2
2864,Haralur Road,3385.0,5.0,2.0,260.0,4
2865,Haralur Road,1202.0,2.0,1.0,53.0,2
2866,Haralur Road,1056.0,2.0,1.0,61.0,2
2868,Haralur Road,1810.0,3.0,2.0,100.0,3
2869,Haralur Road,1194.0,2.0,2.0,46.0,2
2871,Haralur Road,1225.0,2.0,1.0,67.38,2
2872,Haralur Road,1243.0,2.0,1.0,46.0,2
2873,Haralur Road,1027.0,2.0,2.0,44.0,2
2874,Haralur Road,1920.0,3.0,1.0,115.0,3
2875,Haralur Road,1875.0,3.0,2.0,110.0,3
2876,Haralur Road,2750.0,4.0,0.0,220.0,4
2877,Haralur Road,1194.0,2.0,2.0,47.0,2
2878,Haralur Road,1140.0,2.0,2.0,43.0,2
2879,Haralur Road,1027.0,2.0,2.0,44.0,2
2880,Haralur Road,1194.0,2.0,2.0,46.0,2
2881,Haralur Road,2017.0,3.0,2.0,125.0,3
2882,Haralur Road,1140.0,2.0,2.0,43.0,2
2883,Haralur Road,1875.0,3.0,3.0,110.0,3
2884,Haralur Road,1092.0,2.0,2.0,44.0,2
2885,Haralur Road,2475.0,4.0,2.0,130.0,3
2886,Haralur Road,1300.0,2.0,2.0,73.0,2
2887,Haralur Road,1194.0,2.0,2.0,47.0,2
2888,Haralur Road,1243.0,2.0,2.0,46.0,2
2889,Haralur Road,1850.0,3.0,2.0,110.0,3
2890,Haralur Road,1225.0,2.0,1.0,67.38,2
2891,Haralur Road,1243.0,2.0,2.0,46.0,2
2892,Haralur Road,3400.0,5.0,3.0,240.0,4
2893,Haralur Road,1464.0,2.0,2.0,56.0,2
2894,Haralur Road,1230.0,2.0,1.0,78.0,2
2895,Haralur Road,1000.0,2.0,2.0,44.0,2
2897,Haralur Road,1300.0,2.0,2.0,79.0,2
2898,Haralur Road,1444.0,2.0,1.0,80.0,3
2899,Haralur Road,1088.0,2.0,1.0,68.0,2
2900,Haralur Road,1027.0,2.0,1.0,44.0,2
2902,Haralur Road,1225.0,2.0,1.0,70.0,2
2904,Haralur Road,1194.0,2.0,2.0,46.0,2
2905,Haralur Road,1000.0,2.0,1.0,78.0,2
2906,Haralur Road,1830.0,3.0,2.0,101.0,3
2907,Haralur Road,1810.0,3.0,2.0,126.0,3
2908,Haralur Road,1464.0,2.0,2.0,56.0,2
2909,Haralur Road,1520.0,2.0,2.0,96.0,3
2910,Haralur Road,1520.0,2.0,2.0,125.0,3
2911,Haralur Road,1300.0,2.0,2.0,75.0,2
2912,Haralur Road,2017.0,2.0,2.0,125.0,3
2913,Haralur Road,1243.0,2.0,2.0,46.0,2
2914,Haralur Road,1027.0,2.0,2.0,44.0,2
2915,Haralur Road,2805.0,5.0,3.0,160.0,4
2916,Haralur Road,1243.0,2.0,2.0,46.0,2
2917,Haralur Road,1027.0,2.0,2.0,44.0,2
2918,Haralur Road,2017.0,3.0,2.0,105.0,3
2919,Haralur Road,1243.0,2.0,2.0,46.0,2
2920,Haralur Road,1243.0,2.0,2.0,46.0,2
2921,Haralur Road,1520.0,2.0,2.0,90.0,3
2922,Haralur Road,1300.0,2.0,2.0,60.0,2
2923,Haralur Road,1985.0,3.0,2.0,130.0,3
2924,Haralur Road,1255.0,2.0,1.0,90.0,3
2925,Haralur Road,1056.0,2.0,1.0,60.0,2
2926,Haralur Road,1140.0,2.0,1.0,42.0,2
2927,Haralur Road,1245.0,2.0,3.0,62.0,2
2928,Haralur Road,1140.0,2.0,2.0,58.0,2
2929,Haralur Road,1140.0,2.0,2.0,42.0,2
2930,Haralur Road,1027.0,2.0,2.0,43.0,2
2931,Haralur Road,1194.0,2.0,2.0,47.0,2
2932,Haralur Road,1194.0,2.0,2.0,47.0,2
2933,Haralur Road,1560.0,3.0,1.0,90.0,3
2934,Haralur Road,1255.0,3.0,2.0,115.0,3
2935,Haralur Road,1520.0,2.0,2.0,85.0,3
2936,Haralur Road,1243.0,2.0,2.0,45.0,2
2937,Haralur Road,1027.0,2.0,2.0,44.0,2
2938,Haralur Road,1194.0,2.0,2.0,46.0,2
2939,Haralur Road,1650.0,3.0,3.0,100.0,3
2940,Haralur Road,1580.0,3.0,1.0,73.0,3
2941,Haralur Road,1243.0,2.0,2.0,46.0,2
2942,Haralur Road,1194.0,2.0,2.0,47.0,2
2944,Haralur Road,1520.0,2.0,2.0,96.0,3
2945,Haralur Road,1510.0,3.0,2.0,83.05,3
2946,Haralur Road,1056.0,2.0,1.0,65.0,2
2947,Haralur Road,1810.0,3.0,2.0,100.0,3
2948,Haralur Road,1243.0,2.0,2.0,46.0,2
2949,Haralur Road,575.0,1.0,1.0,38.0,1
2950,Haralur Road,1194.0,2.0,2.0,46.0,2
2951,Haralur Road,1243.0,2.0,2.0,46.0,2
2952,Haralur Road,1194.0,2.0,2.0,46.0,2
2953,Haralur Road,1140.0,2.0,2.0,43.0,2
2954,Haralur Road,1850.0,3.0,2.0,120.0,3
2955,Haralur Road,1194.0,2.0,2.0,47.0,2
2956,Haralur Road,1194.0,2.0,2.0,47.0,2
2957,Haralur Road,560.0,1.0,1.0,45.0,1
2959,Haralur Road,1243.0,2.0,1.0,46.0,2
2960,Haralur Road,1710.0,3.0,2.0,85.0,3
2961,Haralur Road,1730.0,3.0,1.0,95.0,3
2962,Haralur Road,3700.0,4.0,2.0,325.0,4
2963,Haralur Road,1243.0,2.0,2.0,46.0,2
2964,Haralur Road,1243.0,2.0,2.0,46.0,2
2965,Haralur Road,1243.0,2.0,2.0,46.0,2
2966,Haralur Road,1817.0,3.0,2.0,110.0,3
2967,Haralur Road,1225.0,2.0,1.0,77.0,2
2968,Haralur Road,1285.0,2.0,1.0,78.0,2
2969,Haralur Road,1225.0,2.0,1.0,67.48,2
2970,Haralur Road,1225.0,2.0,1.0,69.84,2
2971,Haralur Road,1200.0,2.0,2.0,46.0,2
2972,Haralur Road,1315.0,2.0,1.0,85.0,2
2973,Haralur Road,1976.0,3.0,2.0,92.0,3
2974,Haralur Road,1300.0,2.0,2.0,75.0,2
2975,Haralur Road,4694.0,5.0,2.0,375.0,4
2976,Haralur Road,1309.0,2.0,1.0,82.0,2
2977,Haralur Road,1027.0,1.0,2.0,44.0,2
2978,Haralur Road,1243.0,2.0,2.0,46.0,2
2979,Haralur Road,1243.0,2.0,2.0,46.0,2
2980,Haralur Road,1140.0,2.0,2.0,43.0,2
2981,Haralur Road,1300.0,2.0,1.0,75.0,2
2982,Haralur Road,1243.0,2.0,2.0,46.0,2
2984,Haralur Road,1230.0,2.0,1.0,67.65,2
2985,Haralur Road,1194.0,2.0,2.0,46.0,2
2986,Haralur Road,1092.0,2.0,2.0,44.0,2
2988,Haralur Road,1255.0,3.0,1.0,90.0,3
2989,Haralur Road,1735.0,3.0,2.0,97.0,3
2990,Haralur Road,1810.0,3.0,2.0,97.83,3
2991,Haralur Road,1200.0,2.0,2.0,46.0,2
2992,Haralur Road,1243.0,2.0,2.0,46.0,2
2993,Haralur Road,1810.0,3.0,2.0,112.0,3
2994,Harlur,1508.0,2.0,1.0,77.0,2
2995,Harlur,1752.12,3.0,2.0,135.0,3
2998,Harlur,1709.0,3.0,2.0,150.0,3
2999,Harlur,1174.0,2.0,1.0,69.0,2
3000,Harlur,1033.0,2.0,2.0,49.0,2
3001,Harlur,1197.0,2.0,1.0,84.0,2
3002,Harlur,1310.0,2.0,1.0,50.0,2
3003,Harlur,1757.0,3.0,2.0,132.0,3
3004,Harlur,1174.0,2.0,1.0,76.0,2
3005,Harlur,1754.0,3.0,2.0,125.0,3
3006,Harlur,1200.0,2.0,1.0,49.5,2
3007,Harlur,1290.0,2.0,1.0,85.0,2
3008,Harlur,1752.12,3.0,2.0,116.0,3
3009,Harlur,1754.0,3.0,2.0,135.0,3
3010,Harlur,1754.0,3.0,2.0,124.0,3
3011,Harlur,1152.0,2.0,2.0,69.0,2
3012,Harlur,1290.0,2.0,1.0,87.0,2
3013,Harlur,1749.0,3.0,2.0,115.0,3
3014,Harlur,3385.0,4.0,2.0,260.0,4
3015,Harlur,2240.0,5.0,2.0,155.0,3
3016,Harlur,1758.0,3.0,2.0,133.0,3
3018,Harlur,1197.0,2.0,1.0,79.0,2
3019,Harlur,1174.0,2.0,1.0,78.0,2
3022,Harlur,1200.0,2.0,2.0,52.0,2
3023,Harlur,1197.0,2.0,1.0,79.0,2
3024,Harlur,1749.0,3.0,2.0,112.0,3
3025,Harlur,1174.0,2.0,1.0,75.0,2
3026,Harlur,1750.0,3.0,2.0,136.0,3
3027,Harlur,1620.0,3.0,1.0,110.0,3
3030,Harlur,1762.0,3.0,2.0,133.0,3
3031,Harlur,1756.0,3.0,2.0,131.0,3
3032,Harlur,1755.0,3.0,2.0,130.0,3
3033,Harlur,1864.0,3.0,1.0,140.0,3
3034,Harlur,1331.0,2.0,1.0,88.0,2
3035,Harlur,1752.12,3.0,2.0,133.0,3
3036,Harlur,1133.0,2.0,1.0,55.0,2
3037,Harlur,1756.0,3.0,2.0,128.0,3
3038,Harlur,1749.0,3.0,2.0,120.0,3
3039,Harlur,1197.0,2.0,1.0,82.0,2
3040,Harlur,1303.0,2.0,1.0,90.0,2
3041,Harlur,1754.0,3.0,2.0,132.0,3
3042,Harlur,1532.0,2.0,1.0,65.0,2
3043,Harlur,1174.0,2.0,1.0,75.0,2
3044,Harlur,1756.0,3.0,2.0,134.0,3
3045,Harlur,1197.0,2.0,1.0,78.0,2
3046,Harlur,1290.0,2.0,1.0,89.9,2
3047,Harlur,1386.0,2.0,2.0,85.0,2
3048,Harlur,1174.0,2.0,1.0,74.0,2
3049,Harlur,1174.0,2.0,1.0,78.0,2
3051,Harlur,1755.0,3.0,2.0,115.0,3
3053,Harlur,2569.0,4.0,1.0,175.0,4
3054,Harlur,1532.0,2.0,1.0,65.0,2
3056,Harlur,1197.0,2.0,1.0,77.0,2
3057,Harlur,1752.12,3.0,2.0,125.0,3
3058,Harlur,2569.0,5.0,3.0,180.0,4
3059,Harlur,1225.0,2.0,2.0,56.0,2
3060,Harlur,1197.0,2.0,1.0,76.0,2
3062,Harlur,1197.0,2.0,1.0,75.0,2
3063,Harlur,1755.0,3.0,2.0,117.0,3
3064,Harlur,1197.0,2.0,1.0,79.9,2
3065,Harlur,936.0,2.0,1.0,45.0,2
3066,Harlur,2990.0,4.0,1.0,225.0,4
3067,Harlur,1370.0,2.0,2.0,88.0,2
3068,Harlur,1335.0,2.0,0.0,72.76,2
3069,Hebbal,1760.0,2.0,2.0,123.0,3
3070,Hebbal,5611.5,4.0,0.0,477.0,4
3071,Hebbal,1900.0,3.0,2.0,119.0,3
3072,Hebbal,1349.0,2.0,1.0,98.2,2
3073,Hebbal,2483.0,5.0,2.0,212.0,4
3074,Hebbal,1760.0,2.0,2.0,130.0,3
3075,Hebbal,2400.0,4.0,1.0,245.0,3
3076,Hebbal,3450.0,5.0,2.0,260.0,3
3077,Hebbal,1920.0,3.0,2.0,134.0,3
3078,Hebbal,1500.0,3.0,1.0,150.0,3
3079,Hebbal,1337.0,2.0,1.0,82.0,2
3080,Hebbal,1349.0,2.0,1.0,98.0,2
3081,Hebbal,1000.0,2.0,2.0,45.0,2
3082,Hebbal,2470.0,5.0,2.0,247.0,4
3083,Hebbal,1036.0,2.0,1.0,50.0,2
3084,Hebbal,3900.0,4.0,2.0,410.0,4
3085,Hebbal,1255.0,2.0,1.0,77.68,3
3086,Hebbal,1355.0,3.0,1.0,83.87,3
3087,Hebbal,1790.0,3.0,2.0,127.0,3
3089,Hebbal,1985.0,4.0,2.0,189.0,3
3090,Hebbal,2483.0,5.0,2.0,215.0,4
3091,Hebbal,1080.0,2.0,1.0,54.0,2
3092,Hebbal,1100.0,2.0,2.0,50.0,2
3093,Hebbal,812.0,2.0,2.0,55.0,2
3095,Hebbal,1075.0,2.0,3.0,52.0,2
3096,Hebbal,3067.0,4.0,2.0,230.0,4
3097,Hebbal,1040.0,2.0,1.0,50.0,2
3098,Hebbal,2526.0,2.0,2.0,250.0,3
3099,Hebbal,3067.0,4.0,3.0,230.0,4
3100,Hebbal,1255.0,2.0,1.0,77.68,3
3101,Hebbal,823.0,2.0,1.0,50.63,2
3102,Hebbal,1420.0,2.0,1.0,123.0,2
3103,Hebbal,1069.0,3.0,2.0,65.4,3
3104,Hebbal,3067.0,4.0,1.0,310.0,4
3105,Hebbal,1040.0,2.0,2.0,46.0,2
3106,Hebbal,1420.0,2.0,1.0,99.39,2
3107,Hebbal,4235.0,4.0,2.0,365.0,4
3108,Hebbal,1100.0,2.0,2.0,47.0,2
3109,Hebbal,1700.0,3.0,2.0,124.0,3
3110,Hebbal,4772.0,6.0,2.0,510.0,4
3111,Hebbal,3960.0,5.0,3.0,386.0,4
3113,Hebbal,1053.0,2.0,1.0,48.0,2
3114,Hebbal,1420.0,2.0,1.0,99.39,2
3115,Hebbal,1355.0,3.0,1.0,83.87,3
3116,Hebbal,1440.0,2.0,1.0,115.0,2
3117,Hebbal,1100.0,2.0,1.0,54.0,2
3118,Hebbal,1355.0,3.0,1.0,83.87,3
3119,Hebbal,3500.0,3.0,3.0,395.0,3
3121,Hebbal,2400.0,4.0,1.0,180.0,3
3122,Hebbal,1255.0,2.0,1.0,77.68,3
3123,Hebbal,1420.0,2.0,2.0,107.0,2
3124,Hebbal,1320.0,2.0,1.0,92.0,2
3125,Hebbal,919.0,2.0,1.0,49.0,2
3126,Hebbal,1645.0,3.0,2.0,135.0,3
3127,Hebbal,2080.0,3.0,3.0,175.0,3
3128,Hebbal,1355.0,3.0,2.0,83.87,3
3129,Hebbal,3895.0,4.0,2.0,405.0,4
3130,Hebbal,2483.0,5.0,2.0,230.0,4
3131,Hebbal,2600.0,3.0,2.0,195.0,3
3132,Hebbal,1645.0,3.0,2.0,117.0,3
3133,Hebbal,1251.0,2.0,1.0,88.73,2
3134,Hebbal,1645.0,3.0,2.0,121.0,3
3135,Hebbal,1760.0,3.0,2.0,123.0,3
3137,Hebbal,3960.0,5.0,3.0,386.0,4
3138,Hebbal,1645.0,3.0,2.0,120.0,3
3139,Hebbal,1255.0,2.0,1.0,90.0,3
3140,Hebbal,1645.0,3.0,2.0,117.0,3
3141,Hebbal,1255.0,3.0,2.0,77.68,3
3143,Hebbal,1636.0,3.0,1.0,119.0,3
3144,Hebbal,2661.0,2.0,2.0,226.5,3
3145,Hebbal,1255.0,2.0,1.0,95.0,3
3149,Hebbal,1255.0,2.0,1.0,95.0,3
3150,Hebbal,1088.0,2.0,2.0,61.45,2
3151,Hebbal,1349.0,2.0,1.0,97.8,2
3152,Hebbal,1255.0,3.0,2.0,77.68,3
3153,Hebbal,1344.0,2.0,1.0,108.0,2
3154,Hebbal,1255.0,2.0,1.0,90.0,3
3155,Hebbal,1255.0,3.0,2.0,77.68,3
3156,Hebbal,1138.0,2.0,1.0,110.0,2
3157,Hebbal,2790.0,5.0,3.0,204.0,4
3158,Hebbal,1250.0,2.0,1.0,55.55,2
3159,Hebbal,1200.0,2.0,1.0,49.0,2
3160,Hebbal,1088.0,2.0,2.0,62.0,2
3161,Hebbal,1987.0,4.0,2.0,165.0,3
3163,Hebbal,1299.0,2.0,1.0,100.0,2
3164,Hebbal,1200.0,2.0,1.0,60.0,2
3165,Hebbal,1645.0,3.0,2.0,117.0,3
3166,Hebbal,1390.0,2.0,2.0,95.0,2
3167,Hebbal,6000.0,8.0,0.0,220.0,8
3168,Hebbal,1333.0,2.0,1.0,100.0,2
3169,Hebbal,1204.0,2.0,2.0,45.0,2
3170,Hebbal,1355.0,3.0,2.0,83.87,3
3171,Hebbal,2650.0,4.0,3.0,199.0,3
3172,Hebbal,3450.0,5.0,0.0,348.0,3
3173,Hebbal,1244.0,3.0,2.0,48.0,2
3174,Hebbal,1800.0,3.0,2.0,140.0,3
3176,Hebbal,2470.0,4.0,2.0,203.0,4
3177,Hebbal,1200.0,2.0,1.0,52.0,2
3178,Hebbal,3900.0,4.0,2.0,410.0,4
3179,Hebbal,1255.0,2.0,1.0,95.0,3
3180,Hebbal,1333.0,2.0,1.0,104.0,2
3181,Hebbal,1645.0,3.0,2.0,117.0,3
3182,Hebbal,2600.0,3.0,2.0,199.0,3
3183,Hebbal,1345.0,2.0,1.0,97.0,2
3185,Hebbal,1200.0,2.0,2.0,52.0,2
3186,Hebbal,985.0,2.0,2.0,62.0,2
3187,Hebbal,1320.0,2.0,1.0,91.0,2
3188,Hebbal,2388.0,3.0,1.0,195.0,3
3189,Hebbal,1040.0,2.0,1.0,55.0,2
3191,Hebbal,1150.0,2.0,1.0,55.0,2
3192,Hebbal,2600.0,3.0,2.0,195.0,3
3193,Hebbal,1075.0,2.0,0.0,52.0,2
3194,Hebbal,1100.0,2.0,2.0,42.0,2
3195,Hebbal,1200.0,2.0,2.0,48.0,2
3196,Hebbal,1100.0,2.0,2.0,38.0,2
3199,Hebbal,3895.0,3.0,2.0,390.0,3
3200,Hebbal,1645.0,3.0,2.0,113.0,3
3201,Hebbal,1175.0,2.0,0.0,54.05,2
3202,Hebbal,1355.0,3.0,2.0,83.87,3
3203,Hebbal,1420.0,2.0,1.0,99.39,2
3204,Hebbal,1590.0,3.0,2.0,96.0,3
3205,Hebbal,3520.0,5.0,2.0,320.0,3
3206,Hebbal,1072.0,2.0,2.0,45.0,2
3207,Hebbal,1162.0,2.0,1.0,69.0,2
3208,Hebbal,1100.0,2.0,1.0,60.0,2
3209,Hebbal,4235.0,5.0,3.0,364.0,4
3210,Hebbal,1299.0,2.0,1.0,97.0,2
3211,Hebbal,1255.0,3.0,2.0,77.68,3
3212,Hebbal,2470.0,5.0,2.0,192.0,4
3213,Hebbal,1645.0,3.0,2.0,117.0,3
3214,Hebbal,1920.0,3.0,2.0,134.0,3
3215,Hebbal,4450.0,6.0,0.0,449.0,4
3216,Hebbal,3520.0,5.0,2.0,240.0,3
3217,Hebbal,1920.0,3.0,2.0,150.0,3
3218,Hebbal,2375.0,4.0,2.0,189.0,4
3219,Hebbal,1420.0,2.0,1.0,99.26,2
3220,Hebbal,1252.0,2.0,1.0,92.0,2
3222,Hebbal,1162.0,2.0,1.0,59.0,2
3223,Hebbal,1294.0,2.0,1.0,115.0,2
3224,Hebbal,4225.0,6.0,0.0,359.0,4
3225,Hebbal,1150.0,2.0,1.0,57.0,2
3226,Hebbal,1740.0,2.0,1.0,137.0,3
3228,Hebbal,3895.0,3.0,1.0,390.0,3
3229,Hebbal,1662.0,3.0,2.0,155.0,3
3230,Hebbal,2250.0,3.0,2.0,219.0,3
3231,Hebbal,4000.0,6.0,1.0,440.0,4
3232,Hebbal,1349.0,2.0,1.0,98.0,2
3233,Hebbal,4000.0,6.0,1.0,370.0,4
3234,Hebbal,1349.0,2.0,1.0,96.8,2
3235,Hebbal Kempapura,1700.0,3.0,2.0,155.0,3
3236,Hebbal Kempapura,1130.0,2.0,2.0,60.0,2
3237,Hebbal Kempapura,1800.0,3.0,2.0,175.0,3
3238,Hebbal Kempapura,2900.0,4.0,2.0,300.0,3
3239,Hebbal Kempapura,3522.0,3.0,2.0,380.0,3
3241,Hebbal Kempapura,1200.0,2.0,1.0,125.0,2
3242,Hebbal Kempapura,2900.0,4.0,2.0,240.0,3
3243,Hebbal Kempapura,3900.0,5.0,2.0,360.0,4
3244,Hebbal Kempapura,1300.0,2.0,2.0,102.0,2
3245,Hebbal Kempapura,1466.0,2.0,3.0,140.0,3
3247,Hebbal Kempapura,3895.0,4.0,2.0,495.0,4
3248,Hebbal Kempapura,2302.0,4.0,2.0,300.0,4
3249,Hebbal Kempapura,1130.0,2.0,2.0,60.0,2
3251,Hebbal Kempapura,1725.0,2.0,1.0,165.0,3
3252,Hebbal Kempapura,1200.0,3.0,2.0,125.0,3
3253,Hebbal Kempapura,3408.0,3.0,3.0,260.0,3
3254,Hebbal Kempapura,1485.0,3.0,3.0,132.0,2
3255,Hebbal Kempapura,1400.0,2.0,2.0,108.0,2
3256,Hebbal Kempapura,1800.0,3.0,3.0,150.0,3
3260,Hebbal Kempapura,1785.0,3.0,0.0,165.0,3
3261,Hebbal Kempapura,3729.0,4.0,2.0,384.0,4
3262,Hebbal Kempapura,1600.0,3.0,3.0,170.0,3
3263,Hebbal Kempapura,1730.0,3.0,2.0,175.0,3
3265,Hegde Nagar,1569.0,3.0,1.0,101.0,3
3266,Hegde Nagar,3000.0,7.0,2.0,210.0,6
3267,Hegde Nagar,2026.0,3.0,2.0,132.0,3
3268,Hegde Nagar,1801.0,3.0,2.0,115.0,3
3269,Hegde Nagar,1050.0,1.0,2.0,56.0,2
3270,Hegde Nagar,1341.0,2.0,1.0,97.0,2
3271,Hegde Nagar,2112.95,4.0,2.0,145.0,3
3272,Hegde Nagar,1703.0,3.0,2.0,113.0,3
3273,Hegde Nagar,1570.0,3.0,1.0,105.0,3
3274,Hegde Nagar,1801.0,3.0,2.0,140.0,3
3275,Hegde Nagar,1584.01,3.0,1.0,103.0,3
3276,Hegde Nagar,1965.0,4.0,2.0,125.0,3
3277,Hegde Nagar,1200.0,2.0,0.0,75.0,2
3278,Hegde Nagar,3216.0,5.0,2.0,300.0,4
3279,Hegde Nagar,1847.0,3.0,2.0,135.0,3
3280,Hegde Nagar,2162.0,3.0,1.0,200.0,3
3281,Hegde Nagar,1179.0,2.0,2.0,49.35,2
3283,Hegde Nagar,1965.0,4.0,2.0,132.0,3
3284,Hegde Nagar,1703.0,3.0,2.0,125.0,3
3285,Hegde Nagar,1847.0,3.0,2.0,125.0,3
3286,Hegde Nagar,2144.6,4.0,2.0,145.0,3
3287,Hegde Nagar,1718.0,3.0,2.0,119.0,3
3288,Hegde Nagar,1847.0,3.0,2.0,123.0,3
3289,Hegde Nagar,1340.0,2.0,2.0,72.0,2
3291,Hegde Nagar,1703.0,3.0,2.0,130.0,3
3292,Hegde Nagar,2087.01,4.0,2.0,135.0,3
3293,Hegde Nagar,1718.0,3.0,2.0,130.0,3
3294,Hegde Nagar,1884.0,4.0,2.0,118.0,3
3295,Hegde Nagar,1930.0,4.0,2.0,122.0,3
3297,Hegde Nagar,1584.01,3.0,1.0,104.0,3
3298,Hegde Nagar,1500.0,3.0,2.0,135.0,3
3301,Hegde Nagar,2162.03,4.0,2.0,129.0,3
3302,Hegde Nagar,2087.01,4.0,2.0,160.0,3
3304,Hegde Nagar,1000.0,2.0,0.0,66.0,2
3305,Hegde Nagar,1348.0,2.0,2.0,80.5,3
3306,Hennur,1075.0,2.0,1.0,52.0,2
3307,Hennur,1255.0,2.0,1.0,52.32,2
3308,Hennur,1225.0,2.0,1.0,57.0,2
3309,Hennur,1255.0,2.0,1.0,57.5,2
3310,Hennur,1259.0,2.0,2.0,57.0,2
3311,Hennur,1255.0,2.0,2.0,53.5,2
3312,Hennur,1285.0,2.0,1.0,60.0,2
3313,Hennur,1285.0,2.0,1.0,60.0,2
3314,Hennur,1100.0,2.0,1.0,60.0,2
3315,Hennur,1231.0,2.0,2.0,48.0,2
3316,Hennur,1255.0,2.0,1.0,58.0,2
3317,Hennur,1040.0,2.0,2.0,42.12,2
3318,Hennur,1255.0,2.0,1.0,54.5,2
3319,Hennur,1041.0,2.0,2.0,40.6,2
3321,Hennur,1255.0,2.0,1.0,55.5,2
3323,Hennur,1231.0,2.0,2.0,50.0,2
3324,Hennur,2500.0,5.0,2.0,125.0,5
3325,Hennur,1160.0,2.0,1.0,49.0,2
3326,Hennur,2400.0,3.0,2.0,135.0,3
3327,Hennur,1255.0,2.0,2.0,53.5,2
3328,Hennur,1255.0,2.0,2.0,55.5,2
3329,Hennur,1100.0,2.0,1.0,44.55,2
3330,Hennur,1255.0,2.0,1.0,57.5,2
3331,Hennur,960.0,2.0,1.0,48.0,2
3332,Hennur,1020.0,2.0,1.0,48.0,2
3333,Hennur,1255.0,2.0,1.0,52.32,2
3334,Hennur,1295.0,2.0,1.0,64.0,2
3335,Hennur,1935.0,3.0,2.0,102.0,3
